1.000000000000000021e-02 9.999999910000000845e-38
1.010000000000000009e+00 9.425716659999999747e-01
2.009999999999999787e+00 1.868512549999999939e+00
3.009999999999999787e+00 2.650117450000000208e+00
4.009999999999999787e+00 3.259074940000000087e+00
5.009999999999999787e+00 3.838887170000000015e+00
6.009999999999999787e+00 4.289060049999999791e+00
7.009999999999999787e+00 4.655749509999999702e+00
8.009999999999999787e+00 4.849823739999999717e+00
9.009999999999999787e+00 4.948033090000000023e+00
1.000999999999999979e+01 5.035038079999999638e+00
1.100999999999999979e+01 5.187914740000000080e+00
1.200999999999999979e+01 5.529047180000000061e+00
1.300999999999999979e+01 6.225207610000000003e+00
1.400999999999999979e+01 7.109762220000000355e+00
1.500999999999999979e+01 7.716254669999999649e+00
1.601000000000000156e+01 8.036809379999999337e+00
1.701000000000000156e+01 8.237988389999999939e+00
1.801000000000000156e+01 8.395817369999999613e+00
1.901000000000000156e+01 8.528578030000000254e+00
2.001000000000000156e+01 8.638445230000000308e+00
2.101000000000000156e+01 8.727185529999999858e+00
2.201000000000000156e+01 8.799524059999999537e+00
2.301000000000000156e+01 8.863004410000000277e+00
2.401000000000000156e+01 8.927818209999999866e+00
2.501000000000000156e+01 9.007011309999999327e+00
2.601000000000000156e+01 9.115918980000000005e+00
2.701000000000000156e+01 9.268994879999999270e+00
2.801000000000000156e+01 9.473256400000000355e+00
2.901000000000000156e+01 9.721749389999999380e+00
3.001000000000000156e+01 9.994439500000000365e+00
3.101000000000000156e+01 1.026943789999999979e+01
3.200999999999999801e+01 1.053650140000000057e+01
3.300999999999999801e+01 1.080264329999999973e+01
3.400999999999999801e+01 1.108821490000000054e+01
3.500999999999999801e+01 1.141751220000000089e+01
3.600999999999999801e+01 1.180780359999999973e+01
3.700999999999999801e+01 1.226112670000000016e+01
3.800999999999999801e+01 1.276345069999999993e+01
3.900999999999999801e+01 1.328994849999999950e+01
4.000999999999999801e+01 1.380992580000000025e+01
4.100999999999999801e+01 1.429083089999999956e+01
4.200999999999999801e+01 1.470568980000000003e+01
4.300999999999999801e+01 1.504117869999999968e+01
4.400999999999999801e+01 1.529920159999999996e+01
4.500999999999999801e+01 1.549163180000000040e+01
4.600999999999999801e+01 1.563358990000000048e+01
4.700999999999999801e+01 1.573907400000000045e+01
4.800999999999999801e+01 1.581929779999999930e+01
4.900999999999999801e+01 1.588262860000000032e+01
